incident_id,reported_at,city,neighborhood,animal_type,animal_count,age_group,behavior,mobility,weather,report_channel,traffic_risk,near_traffic,near_school,very_thin,bleeding,open_wound,pregnant_or_nursing,has_collar,reporter_confidence,visible_injury,severity_score,priority,resolution_time_hours,outcome
INC-105868,2025-09-12 08:14:31,Tirana,Fresku,Cat,2,Adult,Weak,Normal,Rain,Email,Low,0,0,0,0,0,0,0,5,No,19,P3,49.84,Treated & Released
INC-105869,2025-11-20 03:58:01,Tirana,Kinostudio,Dog,1,Puppy/Kitten,Calm,Normal,Rain,Email,High,1,1,0,0,0,0,0,4,No,25,P3,62.31,Shelter Intake
INC-105870,2025-04-27 09:31:57,Tirana,Fresku,Cat,1,Puppy/Kitten,Unknown,Unknown,Clear,Call,Low,0,0,0,0,0,0,0,4,Yes,20,P3,38.04,Treated & Released
INC-105871,2025-09-15 11:33:54,Tirana,Myslym Shyri,Cat,1,Unknown,Weak,Unknown,Rain,Call,Low,0,0,1,0,0,0,0,2,No,19,P3,31.57,Treated & Released
INC-105872,2025-01-02 18:38:45,Tirana,21 Dhjetori,Cat,2,Senior,Calm,Normal,Clear,Walk-in,High,1,0,0,0,1,0,0,2,Yes,43,P3,38.3,Shelter Intake
INC-105873,2025-09-10 14:34:51,Tirana,Yzberisht,Dog,1,Adult,Calm,Immobile,Clear,WhatsApp,Medium,1,0,0,0,0,0,0,2,No,23,P3,36.08,Treated & Released
INC-105874,2025-04-27 19:20:33,Tirana,Don Bosko,Cat,1,Senior,Fearful,Normal,Clear,Call,Low,0,0,0,0,0,0,0,3,No,22,P3,37.72,Unable to Locate
INC-105875,2025-12-03 12:33:26,Tirana,Fresku,Dog,1,Puppy/Kitten,Fearful,Normal,Clear,WhatsApp,Medium,1,0,0,0,0,0,0,4,Yes,26,P3,56.03,Referred to Partner Vet
INC-105876,2025-11-03 23:29:12,Tirana,Blloku,Cat,1,Adult,Unknown,Normal,Clear,Walk-in,Low,0,0,1,0,0,0,0,1,No,32,P3,45.77,Monitor
INC-105877,2025-10-07 21:41:58,Tirana,Kombinat,Dog,1,Adult,Calm,Limping,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,No,18,P3,57.99,Unable to Locate
INC-105878,2025-03-06 03:38:07,Tirana,Rruga e Kavajës,Dog,1,Puppy/Kitten,Unknown,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,Yes,14,P3,33.26,Treated & Released
INC-105879,2025-03-08 21:09:47,Tirana,21 Dhjetori,Dog,1,Adult,Fearful,Normal,Clear,Call,High,1,0,1,0,0,0,0,1,No,33,P3,90.76,Treated & Released
INC-105880,2025-06-23 12:49:07,Tirana,Don Bosko,Cat,2,Unknown,Calm,Normal,Heatwave,Email,Low,0,0,1,0,0,0,0,2,No,22,P3,49.3,Unable to Locate
INC-105881,2025-08-18 05:54:22,Tirana,Astir,Cat,1,Senior,Fearful,Unknown,Clear,App,Medium,1,0,0,0,0,0,0,3,No,29,P3,51.74,Referred to Partner Vet
INC-105882,2025-09-17 00:27:52,Tirana,Selitë,Dog,2,Adult,Calm,Unknown,Clear,Call,High,1,0,1,0,0,0,0,4,Yes,35,P3,41.6,Shelter Intake
INC-105883,2025-01-25 15:15:46,Tirana,Yzberisht,Dog,1,Puppy/Kitten,Calm,Limping,Clear,Walk-in,Low,0,0,0,0,0,0,0,2,Yes,25,P3,48.88,Treated & Released
INC-105884,2025-02-12 16:42:10,Tirana,Astir,Dog,1,Puppy/Kitten,Weak,Immobile,Rain,Call,High,1,1,0,0,0,0,0,3,No,41,P2,11.25,Treated & Released
INC-105885,2025-09-05 00:11:23,Tirana,Kombinat,Cat,4,Senior,Aggressive,Normal,Rain,Email,High,1,0,0,0,0,0,0,3,No,30,P3,60.16,Unable to Locate
INC-105886,2025-03-13 20:14:41,Tirana,Fresku,Dog,1,Senior,Aggressive,Immobile,Clear,WhatsApp,Low,0,0,0,0,0,0,0,4,Yes,40,P3,47.86,Unable to Locate
INC-105887,2025-12-10 14:10:21,Tirana,Laprakë,Dog,1,Adult,Calm,Normal,Cold,Call,Low,0,0,0,0,1,0,0,4,No,47,P2,15.6,Referred to Partner Vet
INC-105888,2025-10-27 17:29:55,Tirana,Selitë,Dog,1,Adult,Fearful,Normal,Cold,Walk-in,Low,0,0,0,0,0,0,0,2,No,35,P3,24.85,Treated & Released
INC-105889,2025-08-29 22:55:29,Tirana,Xhamllik,Cat,3,Senior,Fearful,Unknown,Clear,Walk-in,Low,0,0,0,0,0,1,0,3,Yes,19,P3,29.71,Treated & Released
INC-105890,2025-10-09 12:24:11,Tirana,21 Dhjetori,Dog,1,Adult,Fearful,Normal,Rain,Call,Low,0,0,0,0,0,0,0,3,Yes,13,P3,45.7,Treated & Released
INC-105891,2025-05-17 22:24:12,Tirana,Paskuqan,Dog,1,Adult,Calm,Normal,Clear,Call,Medium,1,0,0,0,0,0,0,3,Yes,23,P3,47.69,Treated & Released
INC-105892,2025-06-05 18:34:10,Tirana,Astir,Dog,1,Puppy/Kitten,Aggressive,Normal,Clear,Call,Low,0,0,1,0,0,0,0,2,No,26,P3,36.03,Referred to Partner Vet
INC-105893,2025-02-27 20:39:38,Tirana,Fresku,Cat,4,Adult,Calm,Normal,Cold,App,Low,0,0,1,0,1,0,1,1,No,55,P2,10.9,Referred to Partner Vet
INC-105894,2025-03-13 03:20:55,Tirana,Myslym Shyri,Cat,1,Adult,Aggressive,Limping,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,Yes,18,P3,49.3,Referred to Partner Vet
INC-105895,2025-05-22 03:51:16,Tirana,Kinostudio,Dog,2,Senior,Calm,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,2,No,22,P3,51.51,Referred to Partner Vet
INC-105896,2025-09-20 21:08:16,Tirana,Astir,Cat,3,Puppy/Kitten,Fearful,Limping,Clear,WhatsApp,Low,0,0,0,0,0,1,0,2,Yes,24,P3,65.41,Unable to Locate
INC-105897,2025-04-11 19:07:33,Tirana,Selitë,Cat,1,Adult,Calm,Normal,Rain,WhatsApp,Low,0,0,1,0,0,0,0,2,No,29,P3,41.37,Treated & Released
INC-105898,2025-11-16 22:20:45,Tirana,21 Dhjetori,Dog,1,Unknown,Calm,Immobile,Clear,Call,Low,0,0,0,0,0,0,0,5,No,19,P3,53.15,Shelter Intake
INC-105899,2025-01-31 10:40:14,Tirana,Kinostudio,Cat,1,Adult,Calm,Normal,Cold,Call,Low,0,0,0,0,0,0,0,3,Yes,27,P3,58.22,Shelter Intake
INC-105900,2025-10-21 12:33:22,Tirana,Selitë,Dog,1,Puppy/Kitten,Unknown,Normal,Rain,Call,High,1,0,0,0,1,0,0,2,No,42,P3,62.11,Shelter Intake
INC-105901,2025-12-25 18:29:55,Tirana,Myslym Shyri,Cat,1,Adult,Fearful,Normal,Rain,App,High,1,0,0,0,0,0,1,3,Yes,25,P3,45.61,Shelter Intake
INC-105902,2025-11-25 05:50:41,Tirana,Laprakë,Cat,1,Adult,Unknown,Limping,Clear,WhatsApp,Low,0,0,0,0,1,0,0,4,Yes,47,P2,18.97,Referred to Partner Vet
INC-105903,2025-04-08 03:50:40,Tirana,Yzberisht,Dog,1,Adult,Unknown,Limping,Rain,Call,High,1,0,1,0,0,0,0,4,No,30,P3,32.16,Treated & Released
INC-105904,2025-02-03 17:40:38,Tirana,Selitë,Cat,2,Adult,Calm,Limping,Cold,Email,Medium,0,0,0,0,0,0,1,4,No,37,P2,16.97,Treated & Released
INC-105905,2025-06-14 08:18:31,Tirana,Rruga e Kavajës,Dog,1,Adult,Fearful,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,No,15,P3,60.72,Monitor
INC-105906,2025-02-09 10:04:57,Tirana,Ali Demi,Cat,1,Adult,Calm,Normal,Rain,WhatsApp,Medium,1,1,0,0,0,1,0,3,Yes,28,P3,48.37,Monitor
INC-105907,2025-02-16 00:45:49,Tirana,Fresku,Cat,2,Adult,Calm,Immobile,Clear,Walk-in,High,1,0,1,0,0,0,1,3,Yes,41,P3,106.07,Shelter Intake
INC-105908,2025-08-30 08:12:20,Tirana,21 Dhjetori,Dog,1,Adult,Calm,Limping,Clear,App,Low,0,0,0,0,0,0,0,2,Yes,31,P3,52.64,Treated & Released
INC-105909,2025-08-23 09:05:46,Tirana,Xhamllik,Cat,1,Adult,Calm,Normal,Rain,Walk-in,Low,0,0,0,0,0,1,0,4,Yes,23,P3,40.12,Treated & Released
INC-105910,2025-04-02 05:09:35,Tirana,21 Dhjetori,Cat,2,Adult,Fearful,Normal,Clear,Walk-in,Low,0,0,0,0,0,0,0,4,No,9,P1,3.85,Shelter Intake
INC-105911,2025-07-11 21:04:59,Tirana,Kombinat,Cat,1,Adult,Calm,Limping,Heatwave,WhatsApp,Low,0,0,0,0,0,0,0,2,Yes,30,P3,57.93,Shelter Intake
INC-105912,2025-10-08 01:10:20,Tirana,Paskuqan,Dog,1,Puppy/Kitten,Calm,Normal,Clear,Walk-in,Low,0,0,0,0,0,0,0,2,No,21,P2,9.1,Referred to Partner Vet
INC-105913,2025-09-20 23:46:17,Tirana,Rruga e Kavajës,Cat,3,Puppy/Kitten,Calm,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,5,No,23,P3,36.24,Treated & Released
INC-105914,2025-02-08 19:40:41,Tirana,Ali Demi,Dog,2,Puppy/Kitten,Calm,Normal,Clear,WhatsApp,Low,0,0,0,1,0,0,0,2,Yes,46,P2,11.74,Shelter Intake
INC-105915,2025-10-29 03:14:38,Tirana,Fresku,Dog,1,Puppy/Kitten,Weak,Normal,Clear,Call,Low,0,0,0,0,0,0,0,5,Yes,34,P1,3.97,Shelter Intake
INC-105916,2025-12-30 09:54:54,Tirana,Laprakë,Cat,1,Unknown,Fearful,Normal,Rain,WhatsApp,High,1,0,0,0,0,0,0,4,No,25,P3,53.88,Shelter Intake
INC-105917,2025-05-24 10:06:02,Tirana,Paskuqan,Dog,1,Puppy/Kitten,Fearful,Unknown,Clear,WhatsApp,Low,0,0,1,0,0,0,0,4,Yes,25,P3,35.78,Treated & Released
INC-105918,2025-11-30 14:39:22,Tirana,Selitë,Dog,2,Adult,Weak,Limping,Rain,Call,Medium,1,0,0,0,0,0,0,3,No,39,P3,48.35,Shelter Intake
INC-105919,2025-04-03 06:05:35,Tirana,Laprakë,Dog,1,Adult,Aggressive,Normal,Clear,App,Low,0,0,0,0,0,0,0,3,Yes,23,P3,59.94,Unable to Locate
INC-105920,2025-10-25 21:58:15,Tirana,Astir,Cat,1,Senior,Unknown,Normal,Clear,Call,High,1,0,0,0,0,0,0,3,Yes,31,P3,61.93,Treated & Released
INC-105921,2025-08-25 18:11:58,Tirana,Laprakë,Dog,3,Adult,Calm,Immobile,Clear,App,Medium,0,0,1,0,0,0,0,4,No,40,P3,46.47,Referred to Partner Vet
INC-105922,2025-01-10 10:19:57,Tirana,Rruga e Kavajës,Cat,1,Unknown,Calm,Normal,Cold,Call,Medium,1,1,0,0,0,0,0,4,No,31,P3,26.1,Treated & Released
INC-105923,2025-02-03 01:00:40,Tirana,Fresku,Dog,1,Adult,Calm,Normal,Clear,Call,Low,0,0,0,0,0,0,0,3,No,25,P2,10.04,Referred to Partner Vet
INC-105924,2025-12-09 21:31:35,Tirana,Paskuqan,Cat,1,Adult,Calm,Unknown,Cold,Walk-in,Low,0,0,1,0,0,0,0,3,Yes,41,P3,60.09,Shelter Intake
INC-105925,2025-12-11 07:41:53,Tirana,Kombinat,Dog,1,Puppy/Kitten,Unknown,Unknown,Cold,Call,Medium,0,0,0,0,0,0,0,4,No,29,P3,35.67,Monitor
INC-105926,2025-07-07 19:53:24,Tirana,Laprakë,Dog,1,Adult,Unknown,Unknown,Clear,Walk-in,Low,0,0,0,0,0,1,0,4,Yes,15,P3,47.38,Monitor
INC-105927,2025-09-23 09:00:12,Tirana,Paskuqan,Dog,1,Unknown,Calm,Limping,Rain,Walk-in,Low,0,0,1,0,0,0,0,4,No,36,P3,45.95,Referred to Partner Vet
INC-105928,2025-08-23 22:36:16,Tirana,Ali Demi,Cat,2,Adult,Calm,Normal,Clear,Call,Low,0,0,0,0,0,0,0,3,No,20,P3,31.02,Treated & Released
INC-105929,2025-11-11 03:28:28,Tirana,Laprakë,Cat,1,Senior,Calm,Immobile,Clear,Walk-in,Low,0,1,0,0,0,0,0,3,Yes,26,P3,45.12,Unable to Locate
INC-105930,2025-02-13 07:39:12,Tirana,Xhamllik,Cat,1,Puppy/Kitten,Unknown,Unknown,Cold,Email,Medium,0,0,0,0,0,0,0,2,Yes,21,P3,49.05,Unable to Locate
INC-105931,2025-10-16 19:13:13,Tirana,Kombinat,Cat,1,Adult,Calm,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,Yes,20,P3,27.11,Treated & Released
INC-105932,2025-03-02 20:50:16,Tirana,Laprakë,Dog,1,Unknown,Calm,Limping,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,Yes,17,P3,34.37,Shelter Intake
INC-105933,2025-11-02 13:56:18,Tirana,Astir,Cat,1,Puppy/Kitten,Unknown,Normal,Rain,Walk-in,Medium,1,0,0,0,0,0,0,4,Yes,26,P3,52.98,Treated & Released
INC-105934,2025-10-30 03:36:59,Tirana,Kinostudio,Dog,3,Unknown,Weak,Immobile,Rain,Call,Low,0,0,0,0,0,1,0,1,No,33,P3,55.06,Treated & Released
INC-105935,2025-08-08 09:03:49,Tirana,Fresku,Cat,1,Puppy/Kitten,Calm,Limping,Clear,Call,High,1,0,0,0,0,0,0,5,No,40,P3,61.87,Shelter Intake
INC-105936,2025-04-24 09:48:01,Tirana,Astir,Dog,1,Unknown,Fearful,Normal,Clear,Walk-in,Low,0,0,0,0,0,0,0,3,Yes,21,P3,35.95,Shelter Intake
INC-105937,2025-04-09 18:12:22,Tirana,Blloku,Cat,1,Adult,Fearful,Limping,Clear,Call,High,1,0,0,0,0,1,0,2,Yes,26,P3,33.79,Shelter Intake
INC-105938,2025-03-10 23:10:50,Tirana,Kombinat,Dog,1,Puppy/Kitten,Fearful,Normal,Clear,WhatsApp,Medium,1,0,1,0,0,0,0,4,No,31,P3,71.61,Referred to Partner Vet
INC-105939,2025-11-10 09:00:28,Tirana,Fresku,Dog,1,Senior,Unknown,Normal,Rain,App,Low,0,0,0,0,0,0,0,3,No,9,P3,38.85,Shelter Intake
INC-105940,2025-01-14 06:54:29,Tirana,21 Dhjetori,Dog,2,Puppy/Kitten,Aggressive,Normal,Cold,Call,Low,0,0,0,0,0,0,0,4,No,32,P2,14.09,Referred to Partner Vet
INC-105941,2025-05-15 11:00:19,Tirana,21 Dhjetori,Dog,2,Adult,Calm,Limping,Clear,Call,Low,0,0,0,0,0,1,0,2,Yes,19,P2,12.19,Treated & Released
INC-105942,2025-06-05 06:04:49,Tirana,Kinostudio,Cat,4,Adult,Weak,Immobile,Heatwave,Walk-in,Low,0,0,0,0,0,0,0,1,Yes,44,P3,42.33,Referred to Partner Vet
INC-105943,2025-01-19 10:57:23,Tirana,Blloku,Dog,1,Adult,Calm,Normal,Cold,WhatsApp,Low,0,0,0,0,0,0,0,4,No,18,P3,32.92,Referred to Partner Vet
INC-105944,2025-03-21 21:24:24,Tirana,Blloku,Cat,1,Unknown,Calm,Normal,Clear,Walk-in,Medium,1,0,0,0,0,0,0,3,No,25,P3,50.31,Treated & Released
INC-105945,2025-05-16 03:27:41,Tirana,Blloku,Dog,4,Unknown,Calm,Unknown,Rain,App,Low,0,1,1,0,0,0,0,3,No,38,P2,11.37,Shelter Intake
INC-105946,2025-04-04 05:50:04,Tirana,Myslym Shyri,Cat,1,Puppy/Kitten,Fearful,Normal,Rain,Call,Low,0,0,0,0,0,0,1,4,No,23,P3,45.64,Shelter Intake
INC-105947,2025-01-30 07:52:09,Tirana,21 Dhjetori,Dog,1,Puppy/Kitten,Aggressive,Normal,Cold,Call,Medium,0,0,0,0,0,0,0,3,No,40,P3,51.79,Referred to Partner Vet
INC-105948,2025-06-23 08:49:00,Tirana,Ali Demi,Dog,3,Puppy/Kitten,Calm,Normal,Clear,Call,Low,0,0,0,0,0,0,0,3,Yes,21,P3,26.66,Unable to Locate
INC-105949,2025-02-08 21:16:01,Tirana,Don Bosko,Dog,1,Adult,Aggressive,Normal,Cold,App,Low,0,0,0,1,1,0,0,3,Yes,79,P2,20.68,Shelter Intake
INC-105950,2025-07-31 20:21:16,Tirana,Blloku,Dog,1,Adult,Weak,Normal,Clear,App,Medium,1,0,1,0,0,0,0,4,Yes,34,P2,12.12,Treated & Released
INC-105951,2025-07-27 22:26:59,Tirana,Selitë,Dog,1,Adult,Fearful,Normal,Clear,Call,Low,0,0,0,0,0,0,0,4,Yes,21,P3,30.29,Treated & Released
INC-105952,2025-01-13 05:50:46,Tirana,Myslym Shyri,Dog,1,Puppy/Kitten,Fearful,Normal,Cold,Call,Medium,1,0,0,1,0,0,0,3,No,57,P1,4.04,Treated & Released
INC-105953,2025-10-20 03:34:47,Tirana,Selitë,Cat,2,Adult,Calm,Normal,Rain,Email,Low,0,0,0,0,0,0,0,3,No,17,P3,36.25,Monitor
INC-105954,2025-09-05 10:54:01,Tirana,Yzberisht,Dog,2,Adult,Weak,Unknown,Clear,WhatsApp,Medium,1,0,1,0,0,0,0,4,Yes,34,P3,33.5,Shelter Intake
INC-105955,2025-07-28 17:35:35,Tirana,Paskuqan,Dog,2,Puppy/Kitten,Weak,Limping,Clear,Call,Low,0,0,0,0,0,0,0,3,No,38,P3,116.96,Shelter Intake
INC-105956,2025-04-06 08:32:00,Tirana,Rruga e Kavajës,Cat,1,Adult,Calm,Limping,Clear,Walk-in,High,1,0,1,1,0,0,1,2,Yes,74,P2,13.31,Referred to Partner Vet
INC-105957,2025-07-18 04:09:39,Tirana,Paskuqan,Cat,2,Senior,Calm,Normal,Clear,Call,Low,0,0,0,0,0,0,0,4,No,18,P3,51.51,Unable to Locate
INC-105958,2025-03-13 12:44:58,Tirana,Kombinat,Dog,2,Unknown,Calm,Normal,Clear,Walk-in,Low,0,0,1,0,0,0,0,4,Yes,29,P3,41.44,Treated & Released
INC-105959,2025-04-10 19:13:09,Tirana,Rruga e Kavajës,Dog,1,Senior,Weak,Unknown,Rain,Call,Low,0,0,0,0,0,0,0,4,No,39,P3,55.85,Treated & Released
INC-105960,2025-12-21 16:48:12,Tirana,Kombinat,Cat,1,Adult,Fearful,Limping,Rain,Call,Medium,1,0,0,0,0,0,0,4,Yes,26,P3,40.52,Treated & Released
INC-105961,2025-08-06 17:26:14,Tirana,Astir,Dog,1,Puppy/Kitten,Weak,Immobile,Clear,Walk-in,Low,0,0,0,0,0,0,0,5,No,33,P1,2.78,Shelter Intake
INC-105962,2025-11-22 10:15:31,Tirana,Paskuqan,Cat,2,Adult,Fearful,Unknown,Clear,Call,High,1,0,0,0,0,0,0,3,Yes,20,P3,62.48,Monitor
INC-105963,2025-01-03 11:50:11,Tirana,Fresku,Cat,1,Adult,Calm,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,4,Yes,19,P3,44.12,Referred to Partner Vet
INC-105964,2025-10-31 08:11:59,Tirana,Paskuqan,Dog,2,Unknown,Fearful,Normal,Rain,WhatsApp,High,1,0,0,0,0,0,0,3,No,23,P3,20.14,Shelter Intake
INC-105965,2025-04-29 00:51:12,Tirana,Astir,Cat,4,Adult,Fearful,Limping,Clear,App,Low,0,0,0,0,0,0,0,1,No,15,P3,64.9,Unable to Locate
INC-105966,2025-07-03 13:03:11,Tirana,Ali Demi,Cat,1,Adult,Unknown,Normal,Clear,WhatsApp,Low,0,0,0,1,0,1,0,2,Yes,33,P2,15.31,Shelter Intake
INC-105967,2025-02-14 14:47:36,Tirana,Paskuqan,Dog,1,Senior,Weak,Normal,Cold,WhatsApp,Low,0,0,0,0,0,0,0,4,No,29,P2,6.4,Shelter Intake
INC-105968,2025-04-02 18:43:50,Tirana,Kinostudio,Cat,1,Adult,Fearful,Unknown,Clear,App,Low,0,0,0,0,0,0,0,3,No,18,P3,50.73,Treated & Released
INC-105969,2025-09-25 05:32:37,Tirana,Myslym Shyri,Cat,1,Unknown,Fearful,Unknown,Rain,WhatsApp,Low,0,1,0,0,0,0,0,4,No,23,P3,35.5,Referred to Partner Vet
INC-105970,2025-04-04 09:47:13,Tirana,Paskuqan,Cat,1,Adult,Aggressive,Limping,Clear,App,High,1,1,0,0,0,0,0,2,Yes,39,P2,11.72,Referred to Partner Vet
INC-105971,2025-06-06 00:20:54,Tirana,Myslym Shyri,Cat,1,Puppy/Kitten,Calm,Normal,Clear,Call,Medium,1,0,0,0,0,0,0,3,No,28,P3,67.15,Referred to Partner Vet
INC-105972,2025-03-26 22:58:43,Tirana,Kombinat,Cat,1,Adult,Unknown,Immobile,Rain,Email,Low,0,0,1,0,0,0,0,3,Yes,34,P3,77.31,Referred to Partner Vet
INC-105973,2025-02-08 05:34:45,Tirana,Don Bosko,Cat,1,Adult,Aggressive,Limping,Rain,WhatsApp,Low,0,0,1,0,0,0,1,3,No,36,P2,23.52,Shelter Intake
INC-105974,2025-01-19 01:46:05,Tirana,Ali Demi,Dog,1,Adult,Fearful,Limping,Cold,WhatsApp,Low,0,0,0,0,1,1,1,4,Yes,49,P3,54.04,Unable to Locate
INC-105975,2025-10-06 14:32:29,Tirana,Myslym Shyri,Cat,1,Puppy/Kitten,Calm,Normal,Clear,Email,Medium,1,0,0,0,0,0,0,2,No,24,P3,30.82,Unable to Locate
INC-105976,2025-04-28 06:09:12,Tirana,Blloku,Cat,1,Unknown,Fearful,Normal,Clear,Walk-in,Low,0,0,0,0,0,0,0,4,No,7,P3,34.67,Shelter Intake
INC-105977,2025-06-14 18:25:01,Tirana,Don Bosko,Dog,1,Senior,Fearful,Normal,Clear,Call,Low,0,0,0,0,0,0,0,3,Yes,25,P3,44.01,Monitor
INC-105978,2025-02-12 21:28:06,Tirana,Laprakë,Cat,1,Adult,Fearful,Normal,Clear,Call,Low,0,0,0,0,0,0,0,2,Yes,5,P3,34.82,Monitor
INC-105979,2025-04-26 19:20:05,Tirana,Ali Demi,Dog,1,Senior,Unknown,Normal,Clear,App,Low,0,0,0,0,0,0,0,4,Yes,29,P2,11.79,Shelter Intake
INC-105980,2025-03-30 01:35:44,Tirana,Laprakë,Cat,1,Senior,Weak,Unknown,Clear,Call,Medium,1,0,0,0,0,0,0,4,No,31,P3,77.2,Shelter Intake
INC-105981,2025-03-22 11:19:38,Tirana,21 Dhjetori,Cat,1,Unknown,Calm,Normal,Rain,WhatsApp,High,1,0,0,0,0,0,0,4,Yes,21,P3,86.71,Treated & Released
INC-105982,2025-04-08 04:31:01,Tirana,Yzberisht,Cat,1,Senior,Unknown,Normal,Clear,Walk-in,Low,0,0,0,0,0,0,0,1,Yes,15,P3,86.36,Treated & Released
INC-105983,2025-05-31 11:45:14,Tirana,Paskuqan,Cat,1,Unknown,Aggressive,Normal,Clear,Call,Low,0,0,0,0,1,0,0,4,No,25,P2,13.01,Treated & Released
INC-105984,2025-08-03 01:37:00,Tirana,Fresku,Dog,1,Puppy/Kitten,Calm,Normal,Clear,Call,Medium,1,0,0,0,0,0,0,5,Yes,27,P3,86.22,Treated & Released
INC-105985,2025-03-27 09:31:01,Tirana,Kinostudio,Dog,1,Adult,Fearful,Limping,Rain,Call,High,1,0,0,0,0,0,0,2,Yes,28,P3,42.0,Treated & Released
INC-105986,2025-11-24 08:45:49,Tirana,Laprakë,Cat,1,Adult,Fearful,Normal,Clear,App,Low,0,0,1,0,0,0,0,5,No,23,P3,30.65,Referred to Partner Vet
INC-105987,2025-02-26 07:11:20,Tirana,Myslym Shyri,Dog,1,Senior,Weak,Normal,Cold,WhatsApp,Medium,0,0,0,0,0,0,0,3,No,40,P3,33.84,Referred to Partner Vet
INC-105988,2025-12-30 03:13:29,Tirana,Kombinat,Cat,1,Adult,Weak,Limping,Cold,WhatsApp,Low,0,0,0,1,0,0,0,4,Yes,51,P1,10.59,Shelter Intake
INC-105989,2025-01-26 00:22:52,Tirana,Kombinat,Cat,1,Adult,Unknown,Normal,Cold,WhatsApp,High,1,0,0,0,0,0,0,3,Yes,29,P3,48.76,Treated & Released
INC-105990,2025-09-24 06:10:24,Tirana,Ali Demi,Dog,1,Puppy/Kitten,Fearful,Normal,Clear,App,Low,0,0,0,0,0,0,0,2,Yes,17,P3,61.57,Shelter Intake
INC-105991,2025-02-19 19:40:45,Tirana,Fresku,Dog,2,Adult,Calm,Normal,Rain,Call,Low,0,0,0,0,0,0,0,3,Yes,12,P3,52.31,Monitor
INC-105992,2025-03-16 18:58:17,Tirana,Kombinat,Dog,1,Puppy/Kitten,Fearful,Unknown,Clear,WhatsApp,Low,0,1,0,0,0,0,0,2,No,30,P3,62.14,Referred to Partner Vet
INC-105993,2025-08-15 13:34:44,Tirana,Myslym Shyri,Cat,1,Senior,Calm,Limping,Clear,Call,Low,0,1,0,0,0,0,0,2,No,27,P2,7.4,Treated & Released
INC-105994,2025-07-06 14:11:51,Tirana,Astir,Cat,1,Puppy/Kitten,Calm,Limping,Clear,Email,Low,0,0,0,0,0,0,0,5,No,23,P3,39.38,Shelter Intake
INC-105995,2025-11-21 20:50:57,Tirana,Rruga e Kavajës,Cat,1,Puppy/Kitten,Unknown,Limping,Rain,Call,Low,0,0,0,0,0,1,0,3,No,29,P2,13.9,Referred to Partner Vet
INC-105996,2025-04-21 15:04:57,Tirana,Paskuqan,Cat,1,Adult,Fearful,Normal,Clear,App,Medium,1,0,0,0,0,0,0,1,No,26,P3,43.52,Treated & Released
INC-105997,2025-03-04 14:46:18,Tirana,21 Dhjetori,Dog,1,Adult,Calm,Immobile,Rain,WhatsApp,Medium,1,0,0,0,0,0,0,3,Yes,30,P3,51.35,Unable to Locate
INC-105998,2025-04-19 09:57:13,Tirana,Fresku,Cat,1,Adult,Fearful,Unknown,Clear,Call,Medium,0,0,0,0,0,0,0,3,No,16,P3,38.4,Treated & Released
INC-105999,2025-05-19 05:39:30,Tirana,Fresku,Dog,2,Adult,Unknown,Limping,Rain,Call,Medium,1,0,0,0,0,0,0,3,No,20,P3,28.29,Treated & Released
INC-106000,2025-02-09 14:45:35,Tirana,21 Dhjetori,Dog,1,Puppy/Kitten,Calm,Immobile,Rain,Call,Medium,1,0,0,0,0,0,0,3,Yes,40,P2,23.03,Unable to Locate
INC-106001,2025-09-03 09:11:58,Tirana,Myslym Shyri,Cat,1,Puppy/Kitten,Calm,Normal,Cold,WhatsApp,High,1,0,0,0,1,0,0,2,Yes,54,P3,48.51,Treated & Released
INC-106002,2025-06-08 10:13:34,Tirana,Don Bosko,Dog,1,Unknown,Fearful,Unknown,Clear,Walk-in,High,1,0,0,0,0,0,0,1,Yes,23,P3,32.07,Treated & Released
INC-106003,2025-05-23 08:14:42,Tirana,Xhamllik,Cat,1,Puppy/Kitten,Calm,Normal,Rain,App,Medium,0,0,0,0,0,0,0,2,No,19,P3,44.27,Treated & Released
INC-106004,2025-12-03 14:32:48,Tirana,Myslym Shyri,Cat,1,Adult,Calm,Normal,Cold,App,Medium,1,0,0,0,0,0,0,4,Yes,28,P2,21.02,Shelter Intake
INC-106005,2025-08-25 10:26:59,Tirana,Yzberisht,Dog,1,Adult,Calm,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,4,No,4,P3,46.42,Referred to Partner Vet
INC-106006,2025-01-28 14:03:11,Tirana,Laprakë,Dog,1,Adult,Unknown,Normal,Rain,WhatsApp,Low,0,0,1,0,0,0,0,3,No,34,P3,45.28,Referred to Partner Vet
INC-106007,2025-08-18 02:59:17,Tirana,Selitë,Dog,1,Puppy/Kitten,Calm,Normal,Rain,Call,Low,0,1,0,0,0,0,0,3,Yes,24,P3,51.99,Treated & Released
